275.6547,276.03256,276.35233,276.466,276.99426,277.25922,276.989,276.3718,275.7341,275.65738,275.5908,275.42792,274.964,274.3321,274.20874,274.3129,274.48138,274.6826,274.9134,276.24307,277.32126,277.74957,278.0566,278.2115,278.167,277.63477,275.9318,275.3786,275.2704,275.22952,275.4887,276.39688,276.81976,276.6366,275.74548,275.3665,275.20825,274.9416,274.49896,274.38226,274.36014,274.26147,274.0443,273.73602,274.1162,273.8099,274.7272,274.857,273.89972,273.66705,273.65097,273.4471,273.32312,273.2751,273.284
275.50427,276.1068,276.7151,276.82626,277.30225,277.67664,277.04926,275.91727,275.64932,275.7563,275.70627,275.4959,274.96002,274.5375,274.68408,274.9079,274.93124,274.9204,275.0041,276.5434,277.18576,277.48813,277.9628,278.19666,278.18668,277.7579,276.14096,275.37265,275.23337,275.18484,275.4447,276.9196,277.61096,277.4326,276.04016,275.021,274.7371,274.6886,274.55032,274.4239,274.3202,274.12018,273.8159,274.5339,274.38193,273.91888,273.65305,273.7829,273.8499,273.8323,273.65097,273.43216,273.32938,273.2826,273.2783
275.33005,276.04382,276.83002,277.2147,277.60275,277.82007,277.11572,276.1441,275.7987,275.77206,275.7279,275.55127,275.19388,275.0627,275.34195,275.60446,275.59402,275.51855,275.62683,276.95914,277.32214,277.4075,277.72723,278.04614,277.99408,276.83563,275.7967,275.49814,275.32352,275.1332,275.09286,276.87643,277.66568,277.54382,276.14606,274.98822,274.70737,274.5921,274.4664,274.37253,274.23813,273.84613,274.182,274.9914,274.01755,273.75952,273.8442,273.98843,274.05307,273.95392,273.6192,273.40634,273.3348,273.29013,273.2858
275.13846,275.94684,276.90097,277.33026,277.56085,277.69937,277.17563,276.33264,275.77463,275.56406,275.52054,275.63397,275.7194,275.73737,275.8397,275.99902,276.0775,276.16754,276.38776,277.02487,277.8329,277.49246,277.39062,277.6505,278.02393,277.68106,276.30508,275.6094,275.48944,275.28647,275.0337,277.1694,277.68686,277.5928,276.27054,275.6221,275.8826,274.9275,274.41147,274.28195,274.03305,273.65564,273.83163,274.37854,274.08417,273.88858,274.03473,274.17584,274.20474,274.007,273.56458,273.3814,273.33957,273.2976,273.29276
274.97397,275.90854,276.90396,277.16257,277.448,277.74475,277.37128,276.73077,276.25388,275.94302,275.80057,275.9275,276.07846,276.151,276.16336,276.27838,276.44833,276.71204,277.03726,278.19385,278.55548,278.01016,277.47424,277.33823,277.70972,277.97488,277.49802,276.01434,275.62515,275.6226,275.51007,277.29935,277.73587,277.85132,277.4867,276.71835,275.707,274.4962,274.32166,274.1783,273.86017,273.53516,273.54834,273.76105,273.87878,274.0356,274.2079,274.3182,274.27225,273.87634,273.347,273.34525,273.34174,273.30576,273.30045
274.83466,275.70914,276.54645,276.91425,277.33426,277.8233,277.87772,277.5844,277.30783,276.99954,276.7709,276.4666,276.3116,276.37668,276.39655,276.50638,276.8482,277.28632,277.79492,278.76776,278.83838,278.53464,277.93625,277.42038,277.46097,277.83588,277.8744,277.37698,275.91943,275.9248,275.76117,277.32712,277.74103,277.69067,276.557,275.4001,274.73022,274.44064,274.294,274.09454,273.7206,273.5052,273.6271,273.80637,273.98022,274.19653,274.35516,274.38168,274.20142,273.63306,273.0856,273.24905,273.34256,273.31348,273.3094
274.77853,275.3944,276.13278,276.52762,277.09555,277.70462,277.82343,277.43942,277.19882,277.29446,277.36475,277.1584,276.88788,276.81888,276.67087,276.7652,277.1828,277.7463,278.72034,279.04636,278.97565,278.8455,278.45197,277.79626,277.45877,277.69434,277.89655,277.71823,276.0718,276.17023,276.14975,277.36185,277.7266,277.90106,277.2276,275.1168,274.72784,274.4052,274.01358,273.73376,273.56058,273.54694,273.6811,273.83023,274.06744,274.3085,274.4065,274.33853,274.00412,273.38495,273.0581,273.2596,273.34494,273.32266,273.31537
274.85742,275.1534,275.71436,276.14944,276.73236,277.37985,277.47028,277.0851,276.8314,276.962,277.15482,277.2234,277.25867,277.43695,277.48218,277.5447,277.539,277.7357,278.8673,279.24512,279.15875,279.03348,278.80252,278.24783,277.67145,277.59906,277.86783,277.88712,276.33344,276.4466,277.71417,277.62512,277.71097,277.88608,277.6191,275.53125,274.91608,274.4649,273.83762,273.48886,273.49908,273.55692,273.6415,273.8082,274.0627,274.27103,274.3396,274.2339,273.82358,273.20218,273.0205,273.2577,273.34393,273.32608,273.30597
274.96103,274.89847,275.25198,275.69272,276.37634,277.04514,277.16324,276.91556,276.53433,276.57083,276.8536,276.94507,277.00647,277.34708,277.8133,278.03442,277.85312,277.9427,278.8232,279.39246,279.17783,278.99887,278.86877,278.60342,278.01324,277.64227,277.7754,277.99515,277.9849,276.69028,278.12964,277.79294,277.71658,277.8469,277.8679,276.7736,275.28925,274.5609,273.8076,273.52426,273.49326,273.39645,273.26328,273.46182,273.88745,274.1529,274.2261,274.1567,273.7588,273.21213,273.09637,273.2847,273.32706,273.30286,273.28256
274.98688,274.93353,275.26163,275.66977,276.24197,276.84296,277.12997,277.02988,276.49756,276.31332,276.53012,276.65457,276.67065,276.91513,277.47372,277.80133,277.91974,277.92804,278.4375,279.2776,279.0869,278.82208,278.79663,278.74194,278.32492,277.83438,277.70447,277.92053,278.1143,276.02905,278.2517,278.00494,277.77277,277.79297,277.85632,277.4084,275.39307,274.55298,273.73953,273.54288,273.47864,273.3758,273.2838,273.38297,273.6658,274.03192,274.22287,274.1409,273.7162,273.19598,273.11603,273.29065,273.2986,273.26224,273.17108
