ORGNR,ORGNAVN,REGION,KOMPLEKSNR,KOMPLNAVN,EIENDOMSNR,EIENDOMSNAVN,ADRESSE1,POSTNR,POSTSTED,EIENDOMSTYPE,KOMMUNE,GNR,BNR,FNR,SNR,GID,EIEFORHOLD,ERVERVAAR,TOMTEAREAL,BYGGNR,BYGGNAVN,GABNR,OPPFORTAAR,BYGGEIEFORHOLD,BRUTTO_BTA_SUM,MAALT_AREAL_SUM
1428-4,"STATSBYGG, REGION NORD",1428-4,871,JOTKAJAVRE FJELLSTUE,1230,JOTKAJAVRE FJELLSTUE,,,,SPESIELLE EIENDOMMER,2012,36,3,0,0,2012/36/3/0,EID,,,2127,JOTKAJAVRE FJELLLSTUE UTHUS,,1968,Eid,27,5.9,2012/36/3/0,2012/36/3/0/0,STATSBYGG,"POLYGON ((11.222818839328985 59.11085492516686,11.222876472315106 59.110593142192144,11.222350969386758 59.110646073203746,11.22222036639502 59.11082232451496,11.222818839328985 59.11085492516686))"
1428-4,"STATSBYGG, REGION NORD",1428-4,871,JOTKAJAVRE FJELLSTUE,1230,JOTKAJAVRE FJELLSTUE,,,,SPESIELLE EIENDOMMER,2012,36,3,0,0,2012/36/3/0,EID,,,2127,JOTKAJAVRE FJELLLSTUE UTHUS,,1968,Eid,27,5.9,2012/36/3/0,2012/36/3/0/0,STATSBYGG,"POLYGON ((23.93502033912562 69.7544430303032,23.934472666141357 69.7539763799694,23.93227634520233 69.75449796805727,23.93287465989178 69.7546744643401,23.93306472773363 69.7551972867263,23.93382908873095 69.75514254455621,23.93502033912562 69.7544430303032))"
1428-4,"STATSBYGG, REGION NORD",1428-4,871,JOTKAJAVRE FJELLSTUE,1230,JOTKAJAVRE FJELLSTUE,,,,SPESIELLE EIENDOMMER,2012,36,3,0,0,2012/36/3/0,EID,,,10907,JOTKAJAVRE GJESTESTUE,14526498,1992,Eid,56,56,2012/36/3/0,2012/36/3/0/0,STATSBYGG,"POLYGON ((11.222818839328985 59.11085492516686,11.222876472315106 59.110593142192144,11.222350969386758 59.110646073203746,11.22222036639502 59.11082232451496,11.222818839328985 59.11085492516686))"
1428-4,"STATSBYGG, REGION NORD",1428-4,871,JOTKAJAVRE FJELLSTUE,1230,JOTKAJAVRE FJELLSTUE,,,,SPESIELLE EIENDOMMER,2012,36,3,0,0,2012/36/3/0,EID,,,10907,JOTKAJAVRE GJESTESTUE,14526498,1992,Eid,56,56,2012/36/3/0,2012/36/3/0/0,STATSBYGG,"POLYGON ((23.93502033912562 69.7544430303032,23.934472666141357 69.7539763799694,23.93227634520233 69.75449796805727,23.93287465989178 69.7546744643401,23.93306472773363 69.7551972867263,23.93382908873095 69.75514254455621,23.93502033912562 69.7544430303032))"
1428-4,"STATSBYGG, REGION NORD",1428-4,871,JOTKAJAVRE FJELLSTUE,1230,JOTKAJAVRE FJELLSTUE,,,,SPESIELLE EIENDOMMER,2012,36,3,0,0,2012/36/3/0,EID,,,14616,"JOTKAJAVRE, STABBUR",,,Eid,,,2012/36/3/0,2012/36/3/0/0,STATSBYGG,"POLYGON ((11.222818839328985 59.11085492516686,11.222876472315106 59.110593142192144,11.222350969386758 59.110646073203746,11.22222036639502 59.11082232451496,11.222818839328985 59.11085492516686))"
1428-4,"STATSBYGG, REGION NORD",1428-4,871,JOTKAJAVRE FJELLSTUE,1230,JOTKAJAVRE FJELLSTUE,,,,SPESIELLE EIENDOMMER,2012,36,3,0,0,2012/36/3/0,EID,,,14616,"JOTKAJAVRE, STABBUR",,,Eid,,,2012/36/3/0,2012/36/3/0/0,STATSBYGG,"POLYGON ((23.93502033912562 69.7544430303032,23.934472666141357 69.7539763799694,23.93227634520233 69.75449796805727,23.93287465989178 69.7546744643401,23.93306472773363 69.7551972867263,23.93382908873095 69.75514254455621,23.93502033912562 69.7544430303032))"
1428-4,"STATSBYGG, REGION NORD",1428-4,946,"BOLIG, EKORNSVINGEN 12, ALTA",1254,EKORNSVINGEN 12,,9500,,BOLIGEIENDOM,2012,29,58,0,0,2012/29/58/0,EID,,,2182,EKORNSV.12- 4 LEIL. ALTA,192565596,1964,Eid,280,,2012/29/58/0,2012/29/58/0/0,STATSBYGG,"POLYGON ((10.795808040342974 59.654327679089825,10.795807951727845 59.65422977835836,10.795674318295326 59.65422990106676,10.795540856253762 59.65422993203218,10.795540985494982 59.65430537844926,10.795632028111811 59.6543052992265,10.795631984885448 59.65432775437198,10.795674582606784 59.654327800254165,10.79567462403505 59.65430534505154,10.795765488687472 59.65430526811463,10.79576562528811 59.65432772093922,10.795808040342974 59.654327679089825))"
1428-4,"STATSBYGG, REGION NORD",1428-4,946,"BOLIG, EKORNSVINGEN 12, ALTA",1254,EKORNSVINGEN 12,,9500,,BOLIGEIENDOM,2012,29,58,0,0,2012/29/58/0,EID,,,2182,EKORNSV.12- 4 LEIL. ALTA,192565596,1964,Eid,280,,2012/29/58/0,2012/29/58/0/0,STATSBYGG,"POLYGON ((11.370125813929116 59.15028501030181,11.36972458220752 59.15016062718941,11.369571227299136 59.15032280341587,11.369540591417335 59.1503552558046,11.36957272364604 59.15036239372671,11.369602339965823 59.15037198253718,11.36962873732323 59.15038379461076,11.369651289076735 59.15039754954478,11.369669459872389 59.15041292081517,11.369682818352647 59.15042954352779,11.369691047396678 59.150447023080254,11.369707392228793 59.15047773720625,11.36973356520787 59.15050660049299,11.369768819919381 59.150532789775916,11.36981215093641 59.15055555814977,11.369862322492457 59.150574256270446,11.36989224002526 59.15054154729902,11.369980595968846 59.150445961114784,11.370125813929116 59.15028501030181))"
1428-4,"STATSBYGG, REGION NORD",1428-4,946,"BOLIG, EKORNSVINGEN 12, ALTA",1254,EKORNSVINGEN 12,,9500,,BOLIGEIENDOM,2012,29,58,0,0,2012/29/58/0,EID,,,2182,EKORNSV.12- 4 LEIL. ALTA,192565596,1964,Eid,280,,2012/29/58/0,2012/29/58/0/0,STATSBYGG,"POLYGON ((23.278332405404164 69.9705194368916,23.277318419929937 69.97044996076447,23.27699210913341 69.97057237118632,23.277971648086872 69.97087914313066,23.278588882990594 69.97064759008514,23.27874500656779 69.97058906494247,23.278332405404164 69.9705194368916))"
0320-311,"UMB, UI FOR MILJØ- OG BIOVITENSK",ANDRE,14323,"UMB, ÅS",2409,"U M B, ÅS",,,,UNDERVISNING/FORSKNING,214,42,1,,,214/42/1/0,EID,18540101,5390000,4767,"BOLIG, FOUGNERBAKKEN 18",,1900,Eid,370,,214/42/1/0,0214/42/1/0/0,NORGES MILJØ- OG BIOVITENSKAPELIGE UNIVERSITET (NMBU),"POLYGON ((10.747533731721516 59.67279372501414,10.74752927540583 59.67278318574931,10.747477881640846 59.67295910492465,10.747408211723391 59.67305002950607,10.747401685184947 59.67307131358869,10.747470575612978 59.673006356496586,10.747586141646572 59.672845390602376,10.747543141070903 59.67279710299175,10.747533731721516 59.67279372501414))"
0320-311,"UMB, UI FOR MILJØ- OG BIOVITENSK",ANDRE,14323,"UMB, ÅS",2409,"U M B, ÅS",,,,UNDERVISNING/FORSKNING,214,42,1,,,214/42/1/0,EID,18540101,5390000,4767,"BOLIG, FOUGNERBAKKEN 18",,1900,Eid,370,,214/42/1/0,0214/42/1/0/0,NORGES MILJØ- OG BIOVITENSKAPELIGE UNIVERSITET (NMBU),"POLYGON ((10.748200629197202 59.669839900153136,10.748193111024344 59.6698387434394,10.748197553479939 59.66984901248183,10.748203515586304 59.66985782561342,10.74821524627127 59.66987168069971,10.748226242703458 59.669881683214825,10.748232669078565 59.669885729540844,10.748249637200193 59.66989789780847,10.748276286781081 59.66991865014541,10.748278995626853 59.66992292558408,10.74828482395292 59.66993596054531,10.74828874675476 59.66994992006207,10.748289185681886 59.66995835698913,10.748288192128927 59.66997678323956,10.748285979305559 59.669982022008604,10.748281950229241 59.66999671611584,10.748282283066002 59.67000308866389,10.74828462198237 59.67000709942325,10.748288507411232 59.67001010113929,10.748296745037626 59.670018254390605,10.748298734196144 59.670022359900834,10.748306630300236 59.67003420041988,10.748310916139944 59.67003809543566,10.74833312580853 59.67005881694028,10.748333999555344 59.670061948393496,10.748335638795583 59.6700729743735,10.748334012945689 59.67007587003287,10.74832639463483 59.67008639050983,10.74832122161812 59.67009615950955,10.748320110490956 59.67010210213448,10.748319681855248 59.67011432345169,10.748321661875481 59.67011824882745,10.748325966133514 59.67012250321567,10.74833294815974 59.67012699018885,10.748344607191154 59.670136086237996,10.748348403930416 59.67014079622489,10.748350663527878 59.67014669359881,10.748351188263923 59.67015333313915,10.748349352752347 59.6701590166649,10.748343834960847 59.670186035257686,10.748345124723366 59.67019032937423,10.74834922870769 59.670197549971164,10.74835349793623 59.67020108567037,10.74837958216569 59.67022462958642,10.748383779442833 59.67023023197701,10.748388566965907 59.67024031798635,10.748356651067139 59.67024801854499,10.7482263721873 59.67027966377478,10.748213889407202 59.6703092905207,10.7481749199446 59.670345197956905,10.748144789742511 59.67036670589186,10.748111110587958 59.67038826227281,10.748089804356134 59.67040534218925,10.748100457457396 59.67043942097684,10.748121830524214 59.670481619403986,10.748125409654358 59.67052648090401,10.748112908967215 59.6705830529859,10.748098846964252 59.67061988579777,10.748081173601571 59.67065218637691,10.748074017531502 59.670681831360746,10.748066989630008 59.67069351116031,10.748058147619567 59.67072488540355,10.748054147918436 59.670757183836194,10.748050220706027 59.6707601999134,10.748038430749943 59.67076565652309,10.748022064898967 59.67077530496893,10.74800554572801 59.670785405222794,10.747990672719986 59.67079647158514,10.74798171269349 59.67080512314519,10.747971472777444 59.67081307405444,10.74795622242901 59.67082369565572,10.747933328849813 59.67083756338564,10.747922133467076 59.670854418493434,10.74791035304256 59.67087029427784,10.747897199753348 59.67088708492825,10.747882547715388 59.670905782656746,10.747866941763483 59.670919823102764,10.747862455150331 59.67092572089292,10.747862604472248 59.67092859324648,10.747869119735627 59.67093093131995,10.747875464746652 59.67094369083499,10.747860303739335 59.670956017487455,10.747867253412867 59.67095987759869,10.747856429581478 59.670963435002335,10.747838812155864 59.67097633382318,10.747825345817047 59.670993937960716,10.74782444956145 59.67101766178209,10.747824683761682 59.67103921479702,10.747808263493617 59.671061438377976,10.747789599194531 59.671081537166934,10.747764547809341 59.671101719949945,10.747749218844215 59.67112788142163,10.747722170238344 59.67115060700448,10.747702908976743 59.67116945541741,10.747688386819815 59.67118725366237,10.747675057675304 59.67120745999199,10.747678406825779 59.67123085765276,10.747676706668363 59.67125620898246,10.74767352345456 59.671283735856576,10.747665483897826 59.67131007011503,10.747656565800364 59.6713229429019,10.747651578599278 59.671336302073136,10.74765616494487 59.67136300664312,10.74767102972542 59.67138930485093,10.747694700614437 59.67141081481669,10.747725764269099 59.67143447283971,10.747757442779617 59.671456325465,10.747776546789718 59.6714651426089,10.747772877001632 59.671483334517575,10.747757244543655 59.67150366210886,10.747753947218168 59.671511968760214,10.747752561753524 59.6715194418849,10.7477387546181 59.67153731999767,10.747729653438299 59.67155693164627,10.747724330579166 59.671563829158444,10.747720483408573 59.6715683710489,10.747719311439809 59.671569733936785,10.747713642388929 59.67158022864666,10.74770820828609 59.671598623145265,10.747713845021606 59.6716216310836,10.747710725989908 59.67164017536785,10.747708402585927 59.671653499624796,10.747720651150225 59.671670491734126,10.747732760349818 59.67168820406243,10.747734819161899 59.67170389426514,10.74775548265073 59.671715384960834,10.74775874812725 59.67173375434583,10.747746738310017 59.67175547008728,10.7477311109511 59.67177930107497,10.74771368529462 59.67180270591686,10.74770058672085 59.67182057465907,10.747683810827501 59.6718393904604,10.74766795225335 59.6718588223084,10.747656915254744 59.671871903262186,10.747651599813969 59.67187897995164,10.747641930257666 59.67189446745898,10.747628730243495 59.67191036098587,10.747615278332088 59.671924821123284,10.747595100238625 59.671943143415895,10.747584496256671 59.671967984498586,10.747587075585137 59.6719936384061,10.747601066961623 59.67201680426968,10.747618302937365 59.67203750198816,10.747616889319112 59.672051263110426,10.747611430885511 59.67207262233521,10.747592402268888 59.67209254652956,10.747569503081708 59.672106324115646,10.747569428905631 59.6721287788972,10.747572591386614 59.67215541296636,10.747585738517246 59.67217598604335,10.747599985758054 59.67219726202805,10.74759827764167 59.67222925988744,10.747604447139738 59.67226249988525,10.747607927103159 59.67228841142165,10.74762165289387 59.67230987459016,10.747622405974589 59.67232432468986,10.74763130229537 59.672341720515895,10.747626165391333 59.67236927388646,10.747604569257458 59.6723944406201,10.747592242184213 59.67242029310379,10.747588212787976 59.672445226228966,10.747599800781302 59.67246312486042,10.747598003345127 59.67247635199452,10.747598833710066 59.67247867637263,10.74760420522567 59.6724931550095,10.747604485428896 59.67249854034312,10.747611597965287 59.67250212789957,10.747605271055695 59.6725238581709,10.747580981358045 59.67260645484099,10.74752927540583 59.67278318574931,10.747533731721516 59.67279372501414,10.747543141070903 59.67279710299175,10.747586141646572 59.672845390602376,10.747630842283003 59.672783090260275,10.747749807026103 59.67252372958555,10.747820142435925 59.67222055638045,10.747939135379275 59.671821977254424,10.748035123286002 59.67156139490869,10.748156200255423 59.67129158568032,10.748609075108934 59.670464886652155,10.748831904282465 59.67014432127333,10.74895030499003 59.669952867870286,10.748219955073818 59.669842786224365,10.748200629197202 59.669839900153136))"
0320-311,"UMB, UI FOR MILJØ- OG BIOVITENSK",ANDRE,14323,"UMB, ÅS",2409,"U M B, ÅS",,,,UNDERVISNING/FORSKNING,214,42,1,,,214/42/1/0,EID,18540101,5390000,4767,"BOLIG, FOUGNERBAKKEN 18",,1900,Eid,370,,214/42/1/0,0214/42/1/0/0,NORGES MILJØ- OG BIOVITENSKAPELIGE UNIVERSITET (NMBU),"POLYGON ((10.748835900467517 59.662811371903324,10.7486540836616 59.662745893571575,10.748746042180432 59.66292322550294,10.749035514741562 59.662921970639616,10.749856729687135 59.66306505498975,10.750035700143396 59.663099672651825,10.750429764993672 59.663184141704306,10.750436427393485 59.66318593954719,10.750479337756637 59.66309644666296,10.749072455926576 59.66285411484432,10.748835900467517 59.662811371903324))"
0320-311,"UMB, UI FOR MILJØ- OG BIOVITENSK",ANDRE,14323,"UMB, ÅS",2409,"U M B, ÅS",,,,UNDERVISNING/FORSKNING,214,42,1,,,214/42/1/0,EID,18540101,5390000,4767,"BOLIG, FOUGNERBAKKEN 18",,1900,Eid,370,,214/42/1/0,0214/42/1/0/0,NORGES MILJØ- OG BIOVITENSKAPELIGE UNIVERSITET (NMBU),"POLYGON ((10.749151878341719 59.663489324287454,10.748558534022882 59.663389363838235,10.748088304531512 59.66481187712447,10.749235149864877 59.66523768388079,10.749404749353223 59.66522850619682,10.750116319591926 59.66519135004368,10.75069852693672 59.66432797755508,10.750703010487225 59.664305013954284,10.75060608969785 59.664152000344664,10.750743292410618 59.663702068238045,10.750436434057217 59.66367302144712,10.750047671077198 59.6636699453482,10.749497193048848 59.66353762212913,10.749151878341719 59.663489324287454))"
0320-311,"UMB, UI FOR MILJØ- OG BIOVITENSK",ANDRE,14323,"UMB, ÅS",2409,"U M B, ÅS",,,,UNDERVISNING/FORSKNING,214,42,1,,,214/42/1/0,EID,18540101,5390000,4767,"BOLIG, FOUGNERBAKKEN 18",,1900,Eid,370,,214/42/1/0,0214/42/1/0/0,NORGES MILJØ- OG BIOVITENSKAPELIGE UNIVERSITET (NMBU),"POLYGON ((10.753181249060647 59.663916235826605,10.75316522215489 59.66391186943533,10.751942715842262 59.66510158311106,10.75163395190015 59.66543443909468,10.751296600701723 59.66579794472012,10.751322035825966 59.66602008440892,10.750186417189992 59.667533939497616,10.75209362578354 59.66787772033018,10.752180323898825 59.667895783102765,10.752206061117654 59.66790059743007,10.752233047662443 59.66790311158164,10.75226048662985 59.66790325131529,10.75228756775633 59.667901012504664,10.752313491345424 59.667896461261066,10.752337491883045 59.66788973198103,10.752353133814694 59.667883614484275,10.752367161454028 59.667876566020354,10.752379359757002 59.6678686946429,10.752531588884503 59.667805404714365,10.75305420721005 59.667419660620766,10.753388070565395 59.667183199147374,10.753740476927849 59.66693472252623,10.754387392423155 59.666458121457374,10.754856752499927 59.66611736171251,10.755178059528339 59.66586193279442,10.755568959175106 59.665592995763674,10.756159576835696 59.66515773680851,10.756288812187712 59.66504894376985,10.756406004749994 59.66493734792711,10.75650029352261 59.664832525289725,10.756498984473636 59.66480748381615,10.756237616168322 59.66479652191054,10.755636900437333 59.664732979376005,10.75519355605664 59.664670919760496,10.754928531740848 59.66461374909229,10.75470947856868 59.66454617266326,10.754346993756139 59.664404078966726,10.753688227725043 59.66411945324067,10.753181249060647 59.663916235826605))"
