zone,municipality,area,station,eoi,component,latitude,longitude,values/0/fromTime,values/0/toTime,values/0/value,values/0/unit,values/0/index,values/0/color,values/1/fromTime,values/1/toTime,values/1/value,values/1/unit,values/1/index,values/1/color,values/2/fromTime,values/2/toTime,values/2/value,values/2/unit,values/2/index,values/2/color,values/3/fromTime,values/3/toTime,values/3/value,values/3/unit,values/3/index,values/3/color,values/4/fromTime,values/4/toTime,values/4/value,values/4/unit,values/4/index,values/4/color,values/5/fromTime,values/5/toTime,values/5/value,values/5/unit,values/5/index,values/5/color,values/6/fromTime,values/6/toTime,values/6/value,values/6/unit,values/6/index,values/6/color,values/7/fromTime,values/7/toTime,values/7/value,values/7/unit,values/7/index,values/7/color,values/8/fromTime,values/8/toTime,values/8/value,values/8/unit,values/8/index,values/8/color,values/9/fromTime,values/9/toTime,values/9/value,values/9/unit,values/9/index,values/9/color,values/10/fromTime,values/10/toTime,values/10/value,values/10/unit,values/10/index,values/10/color,values/11/fromTime,values/11/toTime,values/11/value,values/11/unit,values/11/index,values/11/color,values/12/fromTime,values/12/toTime,values/12/value,values/12/unit,values/12/index,values/12/color,values/13/fromTime,values/13/toTime,values/13/value,values/13/unit,values/13/index,values/13/color,values/14/fromTime,values/14/toTime,values/14/value,values/14/unit,values/14/index,values/14/color,values/15/fromTime,values/15/toTime,values/15/value,values/15/unit,values/15/index,values/15/color,values/16/fromTime,values/16/toTime,values/16/value,values/16/unit,values/16/index,values/16/color,values/17/fromTime,values/17/toTime,values/17/value,values/17/unit,values/17/index,values/17/color,values/18/fromTime,values/18/toTime,values/18/value,values/18/unit,values/18/index,values/18/color,values/19/fromTime,values/19/toTime,values/19/value,values/19/unit,values/19/index,values/19/color,values/20/fromTime,values/20/toTime,values/20/value,values/20/unit,values/20/index,values/20/color,values/21/fromTime,values/21/toTime,values/21/value,values/21/unit,values/21/index,values/21/color,values/22/fromTime,values/22/toTime,values/22/value,values/22/unit,values/22/index,values/22/color,values/23/fromTime,values/23/toTime,values/23/value,values/23/unit,values/23/index,values/23/color
Stor-Oslo,Bærum,Bærum,Eilif Dues vei,NO0099A,NO2,59.90608,10.61195,2015-01-01T00:00:00+01:00,2015-01-01T01:00:00+01:00,34.2283418775,µg/m³,1,6ee86e,2015-01-01T01:00:00+01:00,2015-01-01T02:00:00+01:00,54.1002845175,µg/m³,1,6ee86e,2015-01-01T02:00:00+01:00,2015-01-01T03:00:00+01:00,49.283147225,µg/m³,1,6ee86e,2015-01-01T03:00:00+01:00,2015-01-01T04:00:00+01:00,47.817830084,µg/m³,1,6ee86e,2015-01-01T04:00:00+01:00,2015-01-01T05:00:00+01:00,32.1618061514,µg/m³,1,6ee86e,2015-01-01T05:00:00+01:00,2015-01-01T06:00:00+01:00,30.5226867761,µg/m³,1,6ee86e,2015-01-01T06:00:00+01:00,2015-01-01T07:00:00+01:00,30.3615555992,µg/m³,1,6ee86e,2015-01-01T07:00:00+01:00,2015-01-01T08:00:00+01:00,26.2633605699,µg/m³,1,6ee86e,2015-01-01T08:00:00+01:00,2015-01-01T09:00:00+01:00,26.7516527921,µg/m³,1,6ee86e,2015-01-01T09:00:00+01:00,2015-01-01T10:00:00+01:00,32.8438569739,µg/m³,1,6ee86e,2015-01-01T10:00:00+01:00,2015-01-01T11:00:00+01:00,33.0661054249,µg/m³,1,6ee86e,2015-01-01T11:00:00+01:00,2015-01-01T12:00:00+01:00,58.3579557118,µg/m³,1,6ee86e,2015-01-01T12:00:00+01:00,2015-01-01T13:00:00+01:00,52.9236038866,µg/m³,1,6ee86e,2015-01-01T13:00:00+01:00,2015-01-01T14:00:00+01:00,74.1299727271,µg/m³,1,6ee86e,2015-01-01T14:00:00+01:00,2015-01-01T15:00:00+01:00,71.2674698039,µg/m³,1,6ee86e,2015-01-01T15:00:00+01:00,2015-01-01T16:00:00+01:00,55.5294353694,µg/m³,1,6ee86e,2015-01-01T16:00:00+01:00,2015-01-01T17:00:00+01:00,66.0171470958,µg/m³,1,6ee86e,2015-01-01T17:00:00+01:00,2015-01-01T18:00:00+01:00,62.162893478,µg/m³,1,6ee86e,2015-01-01T18:00:00+01:00,2015-01-01T19:00:00+01:00,60.6140680894,µg/m³,1,6ee86e,2015-01-01T19:00:00+01:00,2015-01-01T20:00:00+01:00,101.3715896692,µg/m³,2,ff9900,2015-01-01T20:00:00+01:00,2015-01-01T21:00:00+01:00,68.6692876393,µg/m³,1,6ee86e,2015-01-01T21:00:00+01:00,2015-01-01T22:00:00+01:00,21.4716625785,µg/m³,1,6ee86e,2015-01-01T22:00:00+01:00,2015-01-01T23:00:00+01:00,12.3532125312,µg/m³,1,6ee86e,2015-01-01T23:00:00+01:00,2015-01-02T00:00:00+01:00,22.0367627636,µg/m³,1,6ee86e
Stor-Oslo,Bærum,Bærum,E-16 Sandvika Nord,NO0097A,NO2,59.90572,10.48957,2015-01-01T00:00:00+01:00,2015-01-01T01:00:00+01:00,29.9691871239,µg/m³,1,6ee86e,2015-01-01T01:00:00+01:00,2015-01-01T02:00:00+01:00,34.58500008,µg/m³,1,6ee86e,2015-01-01T02:00:00+01:00,2015-01-01T03:00:00+01:00,33.1979895452,µg/m³,1,6ee86e,2015-01-01T03:00:00+01:00,2015-01-01T04:00:00+01:00,28.4066589591,µg/m³,1,6ee86e,2015-01-01T04:00:00+01:00,2015-01-01T05:00:00+01:00,23.2550027742,µg/m³,1,6ee86e,2015-01-01T05:00:00+01:00,2015-01-01T06:00:00+01:00,21.4524347094,µg/m³,1,6ee86e,2015-01-01T06:00:00+01:00,2015-01-01T07:00:00+01:00,19.8654639646,µg/m³,1,6ee86e,2015-01-01T07:00:00+01:00,2015-01-01T08:00:00+01:00,19.072095928,µg/m³,1,6ee86e,2015-01-01T08:00:00+01:00,2015-01-01T09:00:00+01:00,25.6509038669,µg/m³,1,6ee86e,2015-01-01T09:00:00+01:00,2015-01-01T10:00:00+01:00,22.6720905397,µg/m³,1,6ee86e,2015-01-01T10:00:00+01:00,2015-01-01T11:00:00+01:00,21.9190485564,µg/m³,1,6ee86e,2015-01-01T11:00:00+01:00,2015-01-01T12:00:00+01:00,29.1421258627,µg/m³,1,6ee86e,2015-01-01T12:00:00+01:00,2015-01-01T13:00:00+01:00,40.1488063474,µg/m³,1,6ee86e,2015-01-01T13:00:00+01:00,2015-01-01T14:00:00+01:00,59.7279437256,µg/m³,1,6ee86e,2015-01-01T14:00:00+01:00,2015-01-01T15:00:00+01:00,86.6593420524,µg/m³,1,6ee86e,2015-01-01T15:00:00+01:00,2015-01-01T16:00:00+01:00,94.428199866,µg/m³,1,6ee86e,2015-01-01T16:00:00+01:00,2015-01-01T17:00:00+01:00,100.3935013592,µg/m³,2,ff9900,2015-01-01T17:00:00+01:00,2015-01-01T18:00:00+01:00,91.5955808768,µg/m³,1,6ee86e,2015-01-01T18:00:00+01:00,2015-01-01T19:00:00+01:00,83.4214080109,µg/m³,1,6ee86e,2015-01-01T19:00:00+01:00,2015-01-01T20:00:00+01:00,78.8230546787,µg/m³,1,6ee86e,2015-01-01T20:00:00+01:00,2015-01-01T21:00:00+01:00,47.1610980887,µg/m³,1,6ee86e,2015-01-01T21:00:00+01:00,2015-01-01T22:00:00+01:00,23.4431347168,µg/m³,1,6ee86e,2015-01-01T22:00:00+01:00,2015-01-01T23:00:00+01:00,19.8480443161,µg/m³,1,6ee86e,2015-01-01T23:00:00+01:00,2015-01-02T00:00:00+01:00,10.0350845954,µg/m³,1,6ee86e
